%name       obsNum      type     dRa(mas)     dDe(mas)
1822-368         5      none      -0.3488      -0.1877
1842-289        14      none      -0.0622       0.1015
1853-179         8      none      -0.2103      -0.9137
1855-252         6      none      -0.3185       0.4152
1909-081         5      none      -0.1258       0.0806
1931-243         7      none       0.4637      -0.3192
2002-233         6      none       0.1759      -0.2150
2014-254         7      none      -0.1168      -0.4067
2015-113         5      none      -0.0302      -0.0956
2042-098         5      none      -0.1018      -0.0957
2051-204         7      none       0.0939      -0.3163
2053-127         7      none      -0.1571       0.0009
2105-250         5      none       0.0785      -0.1590
2107-016         5      none      -0.1296       0.0220
2111+400        23    define      -0.0318      -0.1242
2208-373         5      none      -0.1841      -0.2339
2336+024         6      none       0.1516      -0.3840
2346+052         3      none      -0.2303      -0.0280
0235-618        24    define      -0.0542      -0.2169
1455+247         5      none      -0.2624       0.1195
0010+336         5      none       0.0651       0.0351
0104+195         5      none       0.0214       0.1189
0118-283         5      none       0.0647       0.0416
0207-149         5      none       0.0128      -0.2488
0224+540         5      none      -0.0634      -0.0753
0255-124         5      none       0.0294      -0.1977
0307-362         5      none      -0.0876       0.5380
0322-294         6      none       0.0391       0.2358
0352-164         5      none       0.2093       0.0470
0425-071         5      none       0.0743      -0.1860
0430-163         5      none      -0.0541      -0.3081
0503+608         5      none      -0.1626      -0.1409
0524+034       174    define      -0.0089      -0.0442
0529-031         5      none       0.1090      -0.0021
0540-092         5      none       0.1617      -0.1122
0554+343         5      none       0.0747      -0.1370
0600+063         5      none       0.0373       0.1420
0606-272         5      none       0.1235      -0.3590
0618-284         5      none       0.0923       0.0059
0621-010         5      none      -0.1603       0.0048
0627-050         5      none      -0.0365       0.1115
0632-235       196      none      -0.0108      -0.0509
0639+098         8      none      -0.0063       0.3097
0640+074         5      none       0.0849       0.2277
0641-135         5      none       0.1118       0.6147
0648-086         5      none       0.1002       0.5088
0651-194         5      none       0.0315       0.3354
0700-286         5      none       0.0551      -0.2461
0723-265         5      none      -0.0746      -0.5161
0741-045         5      none      -0.0432      -0.0133
0748-069         5      none      -0.0097       0.2573
0754-155         5      none      -0.0896      -0.1741
0815-294         5      none      -0.2296      -0.0897
0844-259         6      none      -0.2134      -1.1386
0845-068         5      none       0.0753      -0.1361
0905-202         5      none       0.0785      -0.1822
0915-135         5      none       0.0066       0.0235
0939-077         5      none       0.0230      -0.2608
0945-287         5      none      -0.1600      -0.0379
1004-125         5      none       0.0688      -0.0746
1036+054        14      none      -0.0077      -0.3839
1104+525         5      none      -0.0282       0.3410
1113-307         5      none      -0.4522       0.1622
1127-368         5      none      -0.1019      -0.5143
1147-063         6      none       0.0718      -0.0171
1258+087         5      none      -0.0385       0.3964
1328-263         5      none       0.0075      -0.1727
1420-220         5      none      -0.0369      -0.2739
1431-115         6      none      -0.1056       0.1213
1446-005         5      none       0.0498       0.0874
1542+616         5      none      -0.1658       0.0866
1606+403         5      none       0.0622       0.0459
1654-199         7      none       0.0552      -0.0541
1704-141         5      none      -0.0017       0.0994
1712-059         5      none      -0.0022      -0.1180
1719-050         5      none       0.0511      -0.1073
1723-229         6      none       0.1176      -0.0688
1738+032         5      none      -0.0527      -0.0196
1740-190         7      none      -0.4278      -0.3759
1750-187         7      none      -0.2467      -0.2389
1800-045         5      none      -0.0246      -0.1761
1809-286         5      none       0.1100       0.4225
1818-050         5      none      -0.0876       0.0664
1823-294         6      none      -0.2937       0.1431
1839+548         5      none       0.3887      -0.1553
1853-122         8      none      -0.0029       0.2846
1858-255        10      none      -0.2863      -0.0096
1902-119         5      none      -0.0262      -0.0826
1914-154         5      none      -0.0611       0.0215
1917-386         5      none      -0.5193      -1.6467
1934-065         5      none       0.1544       0.4995
1938-302         5      none      -0.2298       0.3528
1945-011         9      none      -0.0669       0.2047
2032-168         6      none      -0.0496       0.0527
2116-068         5      none       0.0204       0.1327
2138-283         5      none       0.0184      -0.0022
2157-375         5      none       0.0786      -1.1548
2220-119        10      none      -0.1111      -0.6295
2315-404         6      none      -0.5228      -0.8301
2341+154         5      none       0.0180      -0.0999
2344+299         4      none      -0.2886      -0.3692
0012+319         5      none       0.0287      -0.0262
0033-088         6      none       0.0450       0.2377
0052-201         5      none      -0.0116      -0.1039
0250+320         5      none      -0.0042      -0.1623
0256+192         7      none      -0.1322       0.1365
0344+558         5      none      -0.0360      -0.0655
0420+022       458    define       0.0053      -0.0165
0426+332         5      none       0.0269      -0.2847
0435-300         5      none       0.1214       0.8419
0445+097         5      none       0.0357       0.0843
0508-317         5      none      -0.0185      -0.5508
0515-053         5      none       0.0035      -0.0338
0530-388         5      none      -0.0455      -0.3149
0542-227         5      none      -0.0023      -0.4404
0548+084        17    define      -0.0605       0.1854
0556-009         5      none       0.0601       0.0395
0606-387         5      none       0.2844       0.7356
0613-030         5      none      -0.1607       0.5417
0610+782         5      none      -0.9148       0.0031
0625+286         5      none      -0.0286       0.0236
